city,lat,lng,country,admin,timezone,create_dashboard
Pasay City,14.5439,120.995,Philippines,admin,Asia/Manila,False
Beipiao,41.801,120.771,China,admin,Asia/Manila,False
Jiannan,31.3333,104.2,China,admin,Asia/Manila,False
Halifax,44.6475,-63.5906,Canada,admin,America/Halifax,False
Fujisawa,35.35,139.4667,Japan,admin,Asia/Tokyo,False
Ulan-Ude,51.8333,107.6,Russia,admin,Asia/Manila,False
Laval,45.5833,-73.75,Canada,admin,America/New_York,False
Jinchang,38.5214,102.188,China,admin,Asia/Manila,False
Nehe,48.4833,124.8833,China,admin,Asia/Manila,False
Kursk,51.7167,36.1833,Russia,admin,Europe/Moscow,False
Sangli,16.853,74.583,India,admin,Asia/Kolkata,False
Jeju,33.513,126.523,"Korea, South",admin,Asia/Tokyo,False
Zhuangyuan,37.3056,120.829,China,admin,Asia/Manila,False
Davangere,14.4666,75.9242,India,admin,Asia/Kolkata,False
Jian'ou,27.0333,118.3167,China,admin,Asia/Manila,False
Machida,35.5542,139.4431,Japan,admin,Asia/Tokyo,False
Sanghar,26.0442,68.9536,Pakistan,admin,Asia/Karachi,False
Chang'an,29.4768,113.4504,China,admin,Asia/Manila,False
Al Maraghah,26.6998,31.6046,Egypt,admin,Africa/Cairo,False
Bandung,-6.912,107.6097,Indonesia,admin,Asia/Jakarta,False
Shahe,36.8549,114.5033,China,admin,Asia/Manila,False
Calicut,11.2588,75.7804,India,admin,Asia/Kolkata,False
Joinvile,-26.3039,-48.8458,Brazil,admin,America/Sao_Paulo,False
Ismailia,30.5833,32.2667,Egypt,admin,Africa/Cairo,False
Veracruz,19.1903,-96.1533,Mexico,admin,America/Mexico_City,False
Kashiwa,35.8676,139.9758,Japan,admin,Asia/Tokyo,False
Al Bajur,30.4305,31.0368,Egypt,admin,Africa/Cairo,False
Yan'an Beilu,44.0144,87.2674,China,admin,Asia/Dhaka,False
Mothihari,26.65,84.9167,India,admin,Asia/Kolkata,False
Aomori,40.8228,140.7469,Japan,admin,Asia/Tokyo,False
Tepic,21.5083,-104.8931,Mexico,admin,America/Phoenix,False
Akola,20.7,77.0,India,admin,Asia/Kolkata,False
Mandaluyong City,14.58,121.03,Philippines,admin,Asia/Manila,False
Aves,41.3703,-8.4101,Portugal,admin,Europe/Lisbon,False
Sihung,37.3799,126.8029,"Korea, South",admin,Asia/Tokyo,False
Tver,56.8625,35.9242,Russia,admin,Europe/Moscow,False
Xalapa,19.54,-96.9275,Mexico,admin,America/Mexico_City,False
Buenaventura,3.8772,-77.0267,Colombia,admin,America/Lima,False
London,42.9836,-81.2497,Canada,admin,America/New_York,False
Piracicaba,-22.7252,-47.6493,Brazil,admin,America/Sao_Paulo,False
Tetouan,35.5667,-5.3667,Morocco,admin,Africa/Casablanca,False
Yogyakarta,-7.8014,110.3644,Indonesia,admin,Asia/Jakarta,False
Beining,41.6,121.8,China,admin,Asia/Manila,False
Toyota,35.0824,137.1563,Japan,admin,Asia/Tokyo,False
Uijeongbu,37.7486,127.0389,"Korea, South",admin,Asia/Tokyo,False
Laohekou,32.359,111.684,China,admin,Asia/Manila,False
Rahimyar Khan,28.42,70.3,Pakistan,admin,Asia/Karachi,False
Thai Nguyen,21.6,105.85,Vietnam,admin,Asia/Jakarta,False
Seremban,2.7105,101.94,Malaysia,admin,Asia/Manila,False
Kayapinar,37.95,40.1667,Turkey,admin,Europe/Moscow,False
Campina Grande,-7.2306,-35.8811,Brazil,admin,America/Sao_Paulo,False
Xicheng,23.3667,103.15,China,admin,Asia/Manila,False
Santos,-23.9608,-46.3339,Brazil,admin,America/Sao_Paulo,False
Kushtia,23.9,89.12,Bangladesh,admin,Asia/Dhaka,False
Maua,-23.6678,-46.4608,Brazil,admin,America/Sao_Paulo,False
Xingren,25.435,105.1862,China,admin,Asia/Manila,False
Takamatsu,34.35,134.05,Japan,admin,Asia/Tokyo,False
Awsim,30.1222,31.1333,Egypt,admin,Africa/Cairo,False
Shinagawa-ku,35.6,139.7333,Japan,admin,Asia/Tokyo,False
Paju,37.8667,126.8,"Korea, South",admin,Asia/Tokyo,False
Beylikduzu,41.0011,28.6419,Turkey,admin,Europe/Moscow,False
Viet Tri,21.3,105.4333,Vietnam,admin,Asia/Jakarta,False
Santa Rosa,14.32,121.12,Philippines,admin,Asia/Manila,False
Nagqu,31.476,92.051,China,admin,Asia/Manila,False
Bettiah,26.8014,84.5028,India,admin,Asia/Kolkata,False
Jhang City,31.2694,72.3161,Pakistan,admin,Asia/Karachi,False
Fujin,47.25,132.0333,China,admin,Asia/Manila,False
Altindag,39.9636,32.9033,Turkey,admin,Europe/Moscow,False
Yuanping,38.731,112.711,China,admin,Asia/Manila,False
Tala,30.6798,30.9436,Egypt,admin,Africa/Cairo,False
Talkha,31.0592,31.3767,Egypt,admin,Africa/Cairo,False
Boa Vista,2.82,-60.6719,Brazil,admin,America/Caracas,False
Jayapura,-2.533,140.717,Indonesia,admin,Asia/Tokyo,False
Toyama,36.6959,137.2137,Japan,admin,Asia/Tokyo,False
Khon Kaen,16.4333,102.8333,Thailand,admin,Asia/Jakarta,False
Linghai,41.1667,121.35,China,admin,Asia/Manila,False
Shorapur,16.52,76.76,India,admin,Asia/Kolkata,False
Tinnevelly,8.7136,77.7567,India,admin,Asia/Kolkata,False
Pasto,1.2078,-77.2772,Colombia,admin,America/Lima,False
Bellary,15.1,76.9167,India,admin,Asia/Kolkata,False
Bhagalpur,25.25,87.0,India,admin,Asia/Kolkata,False
Danjiangkou,32.5401,111.5131,China,admin,Asia/Manila,False
Zhangjiakou Shi Xuanhua Qu,40.5944,115.0243,China,admin,Asia/Manila,False
Maringa,-23.425,-51.9389,Brazil,admin,America/Sao_Paulo,False
Manampizha,9.2972,76.65,India,admin,Asia/Kolkata,False
Kocasinan,38.7333,35.4833,Turkey,admin,Europe/Moscow,False
Mataram,-8.5833,116.1167,Indonesia,admin,Asia/Manila,False
Magnitogorsk,53.3833,59.0333,Russia,admin,Asia/Karachi,False
Zhijiang,30.426,111.761,China,admin,Asia/Manila,False
Fenyang,37.2616,111.7699,China,admin,Asia/Manila,False
Binan,14.33,121.08,Philippines,admin,Asia/Manila,False
Gebze,40.8,29.4333,Turkey,admin,Europe/Moscow,False
Shashemene,7.2,38.6,Ethiopia,admin,Europe/Moscow,False
Fangting,31.127,104.167,China,admin,Asia/Manila,False
Shulan,44.4059,126.9655,China,admin,Asia/Manila,False
Wanyuan,31.9833,107.9667,China,admin,Asia/Manila,False
Jiexiu,37.027,111.917,China,admin,Asia/Manila,False
Hat Yai,7.0167,100.4667,Thailand,admin,Asia/Jakarta,False
Baglar,37.9167,40.1833,Turkey,admin,Europe/Moscow,False
Santa Fe,-31.6333,-60.7,Argentina,admin,America/Sao_Paulo,False
Delhi Cantonment,28.6,77.1333,India,admin,Asia/Kolkata,False
Barura,23.3683,91.0484,Bangladesh,admin,Asia/Dhaka,False
Kumi,36.1195,128.3444,"Korea, South",admin,Asia/Tokyo,False
Nagasaki,32.7447,129.8736,Japan,admin,Asia/Tokyo,False
Pencheng,29.676,115.681,China,admin,Asia/Manila,False
Salt Lake City,22.61,88.4,India,admin,Asia/Kolkata,False
Etawa,24.18,78.2,India,admin,Asia/Kolkata,False
Sonipat,28.99,77.022,India,admin,Asia/Kolkata,False
Jundiai,-23.1864,-46.8842,Brazil,admin,America/Sao_Paulo,False
Bogra,24.851,89.3711,Bangladesh,admin,Asia/Dhaka,False
Brno,49.1925,16.6083,Czechia,admin,Europe/Paris,False
Oskemen,49.9833,82.6167,Kazakhstan,admin,Asia/Karachi,False
Gifu,35.4232,136.7608,Japan,admin,Asia/Tokyo,False
Monteria,8.75,-75.8833,Colombia,admin,America/Lima,False
Yuregir,36.9928,35.3764,Turkey,admin,Europe/Moscow,False
Pingquan,41.0184,118.702,China,admin,Asia/Manila,False
Toyonaka,34.7833,135.4667,Japan,admin,Asia/Tokyo,False
Dera Ghazi Khan,30.0331,70.64,Pakistan,admin,Asia/Karachi,False
Hatay,36.2025,36.1606,Turkey,admin,Europe/Moscow,False
Luhansk,48.5678,39.3031,Ukraine,admin,Europe/Athens,False
Miyazaki,31.9078,131.4203,Japan,admin,Asia/Tokyo,False
Dangyang,30.821,111.789,China,admin,Asia/Manila,False
Quilon,8.8932,76.6141,India,admin,Asia/Kolkata,False
Mulangodi,9.0,76.6167,India,admin,Asia/Kolkata,False
Munro Turuttu,9.0,76.6167,India,admin,Asia/Kolkata,False
Gwangju,37.3667,127.2833,"Korea, South",admin,Asia/Tokyo,False
Nangong,37.359,115.409,China,admin,Asia/Manila,False
Hirakata,34.8167,135.65,Japan,admin,Asia/Tokyo,False
Sandakan,5.843,118.108,Malaysia,admin,Asia/Manila,False
Szczecin,53.4325,14.5481,Poland,admin,Europe/Paris,False
Surgut,61.25,73.4333,Russia,admin,Asia/Karachi,False
Yongji,34.867,110.448,China,admin,Asia/Manila,False
Karur,10.9601,78.0766,India,admin,Asia/Kolkata,False
Diadema,-23.6858,-46.6228,Brazil,admin,America/Sao_Paulo,False
Jalna,19.841,75.8864,India,admin,Asia/Kolkata,False
Zhugang,28.1358,121.2264,China,admin,Asia/Manila,False
Hejin,35.596,110.712,China,admin,Asia/Manila,False
Dunhua,43.3667,128.2333,China,admin,Asia/Manila,False
Tangail,24.25,89.92,Bangladesh,admin,Asia/Dhaka,False
Khayelitsha,-34.0403,18.6778,South Africa,admin,Africa/Johannesburg,False
Gujrat,32.5739,74.0789,Pakistan,admin,Asia/Karachi,False
Huili Chengguanzhen,26.6333,102.25,China,admin,Asia/Manila,False
Yokosuka,35.0,16.0,Japan,admin,Etc/GMT-1,False
Asyut,27.1869,31.1714,Egypt,admin,Africa/Cairo,False
Sampaloc,14.6031,121.0022,Philippines,admin,Asia/Manila,False
Bologna,44.4939,11.3428,Italy,admin,Europe/Paris,False
Aqtobe,50.2836,57.2297,Kazakhstan,admin,Asia/Karachi,False
Cilegon,-6.0027,106.0112,Indonesia,admin,Asia/Jakarta,False
Hafr al Batin,28.4337,45.9601,Saudi Arabia,admin,Europe/Moscow,False
Elazig,38.6744,39.2228,Turkey,admin,Europe/Moscow,False
Bairia,25.7583,84.1489,India,admin,Asia/Kolkata,False
Taytay,14.5692,121.1325,Philippines,admin,Asia/Manila,False
Bhatpara,22.87,88.41,India,admin,Asia/Kolkata,False
Sintra,38.7974,-9.3904,Portugal,admin,Europe/Lisbon,False
Manisa,38.6144,27.4292,Turkey,admin,Europe/Moscow,False
Sirur,18.83,74.38,India,admin,Asia/Kolkata,False
Tarlac City,15.4869,120.59,Philippines,admin,Asia/Manila,False
Okazaki,34.9543,137.1744,Japan,admin,Asia/Tokyo,False
Lingxi,27.5036,120.3975,China,admin,Asia/Manila,False
Kakinada,16.9661,82.255,India,admin,Asia/Kolkata,False
Savar,23.8482,90.2577,Bangladesh,admin,Asia/Dhaka,False
Nuevo Laredo,27.4861,-99.5069,Mexico,admin,America/Chicago,False
Lecheng,25.1333,113.3333,China,admin,Asia/Manila,False
Christchurch,-43.5311,172.6361,New Zealand,admin,Pacific/Auckland,False
Hancheng,35.4667,110.4333,China,admin,Asia/Manila,False
Zetang,29.238,91.771,China,admin,Asia/Manila,False
Canberra,-35.2931,149.1269,Australia,admin,Australia/Sydney,False
Minamisuita,34.7594,135.5169,Japan,admin,Asia/Tokyo,False
Malabon,14.66,120.96,Philippines,admin,Asia/Manila,False
Neiva,2.9345,-75.2809,Colombia,admin,America/Lima,False
Ha Tinh,18.3333,105.9,Vietnam,admin,Asia/Jakarta,False
Celaya,20.5222,-100.8122,Mexico,admin,America/Mexico_City,False
Ichinomiya,35.3039,136.8031,Japan,admin,Asia/Tokyo,False
Panihati,22.69,88.37,India,admin,Asia/Kolkata,False
Lianzhou,24.781,112.377,China,admin,Asia/Manila,False
Cainta,14.57,121.12,Philippines,admin,Asia/Manila,False
Helixi,30.6267,118.9861,China,admin,Asia/Manila,False
Madinat as Sadis min Uktubar,29.9361,30.9269,Egypt,admin,Africa/Cairo,False
Itaquaquecetuba,-23.4864,-46.3486,Brazil,admin,America/Sao_Paulo,False
Cantonment,31.5167,74.3833,Pakistan,admin,Asia/Karachi,False
Rohtak,28.8909,76.5796,India,admin,Asia/Kolkata,False
Maler Kotla,30.5167,75.8833,India,admin,Asia/Kolkata,False
Bhawana,31.5661,72.6461,Pakistan,admin,Asia/Karachi,False
Bryansk,53.2425,34.3667,Russia,admin,Europe/Moscow,False
Lipa City,13.9411,121.1622,Philippines,admin,Asia/Manila,False
Butuan,8.948,125.543,Philippines,admin,Asia/Manila,False
Dikirnis,31.089,31.5948,Egypt,admin,Africa/Cairo,False
Takasaki,36.3219,139.0033,Japan,admin,Asia/Tokyo,False
Ambon,-3.6967,128.1783,Indonesia,admin,Asia/Tokyo,False
Malakwal,32.5531,73.2067,Pakistan,admin,Asia/Karachi,False
Toyohashi,34.7692,137.3915,Japan,admin,Asia/Tokyo,False
Panshi,42.95,126.0667,China,admin,Asia/Manila,False
Bharatpur,27.6833,84.4333,Nepal,admin,Asia/Kathmandu,False
Mardan,34.2012,72.0258,Pakistan,admin,Asia/Karachi,False
Nagano,36.6486,138.1947,Japan,admin,Asia/Tokyo,False
Bauru,-22.3147,-49.0606,Brazil,admin,America/Sao_Paulo,False
La Florida,-33.5333,-70.5833,Chile,admin,America/Santiago,False
Nicolas Romero,19.5833,-99.3667,Mexico,admin,America/Mexico_City,False
Jinshan,25.1475,101.9764,China,admin,Asia/Manila,False
Bochum,51.4819,7.2158,Germany,admin,Europe/Paris,False
Baguio City,16.4119,120.5933,Philippines,admin,Asia/Manila,False
Cibinong,-6.485,106.842,Indonesia,admin,Asia/Jakarta,False
Sivas,39.75,37.0167,Turkey,admin,Europe/Moscow,False
Kolga,22.35,82.68,India,admin,Asia/Kolkata,False
Korba,22.3458,82.6963,India,admin,Asia/Kolkata,False
Rio Branco,-9.9781,-67.8117,Brazil,admin,America/Lima,False
Tecamac,19.7131,-98.9683,Mexico,admin,America/Mexico_City,False
Alanya,36.55,32.0,Turkey,admin,Europe/Moscow,False
Mandaue City,10.33,123.93,Philippines,admin,Asia/Manila,False
Kocaeli,40.7625,29.9175,Turkey,admin,Europe/Moscow,False
Victoria,48.4283,-123.3647,Canada,admin,America/Los_Angeles,False
Iligan,8.23,124.25,Philippines,admin,Asia/Manila,False
Anguo,38.418,115.327,China,admin,Asia/Manila,False
Keelung,25.1333,121.7333,Taiwan,admin,Asia/Manila,False
Ivanovo,56.9967,40.9819,Russia,admin,Europe/Moscow,False
Cuenca,-2.8974,-79.0045,Ecuador,admin,America/Lima,False
Blumenau,-26.9189,-49.0658,Brazil,admin,America/Sao_Paulo,False
Nanqiao,30.9167,121.4547,China,admin,Asia/Manila,False
Florence,43.7714,11.2542,Italy,admin,Europe/Paris,False
Bengkulu,-3.7956,102.2592,Indonesia,admin,Asia/Jakarta,False
Caxias do Sul,-29.1678,-51.1789,Brazil,admin,America/Sao_Paulo,False
Malmo,55.5833,13.0333,Sweden,admin,Europe/Paris,False
Shuanghe,30.3746,106.7903,China,admin,Asia/Manila,False
Dengtacun,41.4333,123.3333,China,admin,Asia/Manila,False
Utrecht,52.0908,5.1217,Netherlands,admin,Europe/Paris,False
Palu,-0.895,119.8594,Indonesia,admin,Asia/Manila,False
Sikar,27.62,75.15,India,admin,Asia/Kolkata,False
Wuppertal,51.2667,7.1833,Germany,admin,Europe/Paris,False
Palmira,3.5833,-76.25,Colombia,admin,America/Lima,False
Sao Jose do Rio Preto,-20.82,-49.3789,Brazil,admin,America/Sao_Paulo,False
Ash Shuhada',30.5968,30.8993,Egypt,admin,Africa/Cairo,False
Sasaram,24.95,84.03,India,admin,Asia/Kolkata,False
Sultanbeyli,40.9683,29.2617,Turkey,admin,Europe/Moscow,False
Xunyang,32.8341,109.3653,China,admin,Asia/Manila,False
Taraz,42.9,71.3667,Kazakhstan,admin,Asia/Karachi,False
Anda,46.424,125.352,China,admin,Asia/Manila,False
Karnal,29.686,76.989,India,admin,Asia/Kolkata,False
Vinnytsia,49.2333,28.4833,Ukraine,admin,Europe/Athens,False
Minatitlan,17.9833,-94.55,Mexico,admin,America/Mexico_City,False
Linxia Chengguanzhen,35.6047,103.2422,China,admin,Asia/Manila,False
Brahmapur,19.315,84.7941,India,admin,Asia/Kolkata,False
Caucaia,-3.7328,-38.6558,Brazil,admin,America/Sao_Paulo,False
Cabuyao,14.275,121.125,Philippines,admin,Asia/Manila,False
San Fernando,15.03,120.68,Philippines,admin,Asia/Manila,False
Kawagoe,35.9251,139.4858,Japan,admin,Asia/Tokyo,False
Pokhara,28.2097,83.9853,Nepal,admin,Asia/Kathmandu,False
Nice,43.7034,7.2663,France,admin,Europe/Paris,False
Villahermosa,17.9892,-92.9281,Mexico,admin,America/Mexico_City,False
Wakayama,34.2333,135.1667,Japan,admin,Asia/Tokyo,False
Kita-ku,35.75,139.7333,Japan,admin,Asia/Tokyo,False
Gimpo,37.7,126.6,"Korea, South",admin,Asia/Tokyo,False
Corrientes,-27.4833,-58.8167,Argentina,admin,America/Sao_Paulo,False
Thari Mir Wah,27.0683,68.6023,Pakistan,admin,Asia/Karachi,False
Nara,34.6844,135.805,Japan,admin,Asia/Tokyo,False
Vladimir,56.1286,40.4058,Russia,admin,Europe/Moscow,False
Arkhangelsk,64.5431,40.5375,Russia,admin,Europe/Moscow,False
Batangas,13.83,121.0,Philippines,admin,Asia/Manila,False
Ahmadnagar,19.08,74.73,India,admin,Asia/Kolkata,False
Varna,43.2114,27.9111,Bulgaria,admin,Europe/Athens,False
Tarsus,36.9165,34.8951,Turkey,admin,Europe/Moscow,False
Sariyer,41.1669,29.0572,Turkey,admin,Europe/Moscow,False
Semey,50.4333,80.2667,Kazakhstan,admin,Asia/Karachi,False
Tungi,23.8915,90.4023,Bangladesh,admin,Asia/Dhaka,False
Gode,5.9527,43.5516,Ethiopia,admin,Europe/Moscow,False
An Nhon,13.917,109.083,Vietnam,admin,Asia/Jakarta,False
Olinda,-8.0089,-34.855,Brazil,admin,America/Sao_Paulo,False
Praia Grande,-24.0058,-46.4028,Brazil,admin,America/Sao_Paulo,False
Shinjuku,35.7014,139.7097,Japan,admin,Asia/Tokyo,False
Antofagasta,-23.65,-70.4,Chile,admin,America/Santiago,False
Meram,37.8364,32.4383,Turkey,admin,Europe/Moscow,False
Cascavel,-24.9558,-53.4553,Brazil,admin,America/Sao_Paulo,False
Pamukkale,37.9167,29.1167,Turkey,admin,Europe/Moscow,False
Canoas,-29.92,-51.18,Brazil,admin,America/Sao_Paulo,False
Takatsuki,34.8461,135.6175,Japan,admin,Asia/Tokyo,False
Yidu,30.378,111.45,China,admin,Asia/Manila,False
Plovdiv,42.1434,24.751,Bulgaria,admin,Europe/Athens,False
Central Coast,-33.3,151.2,Australia,admin,Australia/Sydney,False
Karsiyaka,38.4594,27.1153,Turkey,admin,Europe/Moscow,False
Shahjanpur,27.88,79.91,India,admin,Asia/Kolkata,False
Avadi,13.1147,80.1098,India,admin,Asia/Kolkata,False
Khanapur,15.6394,74.5083,India,admin,Asia/Kolkata,False
Cuddapah,14.47,78.82,India,admin,Asia/Kolkata,False
Nakano,35.7074,139.6638,Japan,admin,Asia/Tokyo,False
Yong'an,25.942,117.365,China,admin,Asia/Manila,False
Alamadi,13.1097,80.0972,India,admin,Asia/Kolkata,False
Carapicuiba,-23.5228,-46.8358,Brazil,admin,America/Sao_Paulo,False
Otsu,35.0167,135.85,Japan,admin,Asia/Tokyo,False
Pavlodar,52.3,76.95,Kazakhstan,admin,Asia/Karachi,False
Chon Buri,13.3611,100.985,Thailand,admin,Asia/Jakarta,False
Naga City,13.6244,123.1864,Philippines,admin,Asia/Manila,False
Florianopolis,-27.5933,-48.553,Brazil,admin,America/Sao_Paulo,False
Paulista,-7.9408,-34.8728,Brazil,admin,America/Sao_Paulo,False
Rajahmundry,16.98,81.78,India,admin,Asia/Kolkata,False
Koshigaya,35.8911,139.7909,Japan,admin,Asia/Tokyo,False
Hongjiang,27.191,109.819,China,admin,Asia/Manila,False
Yesilyurt,38.2961,38.2489,Turkey,admin,Europe/Moscow,False
Vung Tau,10.3833,107.1167,Vietnam,admin,Asia/Jakarta,False
Jeonju,35.8167,127.15,"Korea, South",admin,Asia/Tokyo,False
Alwar,27.5498,76.6355,India,admin,Asia/Kolkata,False
Huadian,42.972,126.746,China,admin,Asia/Manila,False
Tokorozawa,35.7996,139.4686,Japan,admin,Asia/Tokyo,False
Sumqayit,40.5961,49.67,Azerbaijan,admin,Asia/Dubai,False
Vitoria da Conquista,-14.8661,-40.8394,Brazil,admin,America/Sao_Paulo,False
Buon Ma Thuot,12.6667,108.05,Vietnam,admin,Asia/Jakarta,False
Mishan,45.5298,131.8466,China,admin,Asia/Manila,False
Makiivka,48.0556,37.9611,Ukraine,admin,Europe/Athens,False
Cuernavaca,18.9186,-99.2342,Mexico,admin,America/Mexico_City,False
Markham,43.8767,-79.2633,Canada,admin,America/New_York,False
Bielefeld,52.0211,8.5347,Germany,admin,Europe/Paris,False
Bydgoszcz,53.1219,18.0003,Poland,admin,Europe/Paris,False
Chinju,35.2,128.0833,"Korea, South",admin,Asia/Tokyo,False
Randburg,-26.0936,28.0064,South Africa,admin,Africa/Johannesburg,False
Iwaki,37.0505,140.8877,Japan,admin,Asia/Tokyo,False
Oshawa,43.9,-78.85,Canada,admin,America/New_York,False
Bonn,50.7353,7.1022,Germany,admin,Europe/Paris,False
Sambalpur,21.47,83.97,India,admin,Asia/Kolkata,False
Santo Domingo de los Colorados,-0.2542,-79.1719,Ecuador,admin,America/Lima,False
Uruapan,19.4208,-102.0628,Mexico,admin,America/Mexico_City,False
Lublin,51.25,22.5667,Poland,admin,Europe/Paris,False
Porto Velho,-8.7619,-63.9039,Brazil,admin,America/Caracas,False
Licheng,24.5,110.4,China,admin,Asia/Manila,False
Huichang,34.9073,112.7914,China,admin,Asia/Manila,False
Tampere,61.4981,23.76,Finland,admin,Europe/Athens,False
Muzaffarpur,26.1225,85.3906,India,admin,Asia/Kolkata,False
Chita,52.05,113.4667,Russia,admin,Asia/Tokyo,False
Vina del Mar,-33.0244,-71.5517,Chile,admin,America/Santiago,False
Khipro,25.823,69.377,Pakistan,admin,Asia/Karachi,False
Asan,36.7836,127.0042,"Korea, South",admin,Asia/Tokyo,False
Chak Jhumra,31.5667,73.1833,Pakistan,admin,Asia/Karachi,False
Simferopol,44.9519,34.1022,Ukraine,admin,Europe/Moscow,False
Konak,38.4189,27.1285,Turkey,admin,Europe/Moscow,False
Soledad de Graciano Sanchez,22.1833,-100.9333,Mexico,admin,America/Mexico_City,False
Santarem,-2.4431,-54.7083,Brazil,admin,America/Sao_Paulo,False
Yanbu`,24.0523,38.1503,Saudi Arabia,admin,Europe/Moscow,False
Maebashi,36.3895,139.0634,Japan,admin,Asia/Tokyo,False
Kaluga,54.55,36.2833,Russia,admin,Europe/Moscow,False
Ganca,40.6828,46.3606,Azerbaijan,admin,Asia/Dubai,False
Asahikawa,43.7667,142.3667,Japan,admin,Asia/Tokyo,False
Kendari,-3.9907,122.5086,Indonesia,admin,Asia/Manila,False
Wonju,37.3417,127.9208,"Korea, South",admin,Asia/Tokyo,False
Birkat as Sab`,30.6291,31.0824,Egypt,admin,Africa/Cairo,False
Nizhniy Tagil,57.9167,59.9667,Russia,admin,Asia/Karachi,False
Finglas,53.3892,-6.2969,Ireland,admin,Europe/Dublin,False
Kamarhati,22.6686,88.3704,India,admin,Asia/Kolkata,False
Nicosia,35.1725,33.365,Cyprus,admin,Europe/Athens,False
Lengshuijiang,27.686,111.436,China,admin,Asia/Manila,False
Ribeirao das Neves,-19.7669,-44.0869,Brazil,admin,America/Sao_Paulo,False
Ciudad Obregon,27.4939,-109.9389,Mexico,admin,America/Phoenix,False
Campiernagar,27.029,83.2668,India,admin,Asia/Kolkata,False
Phatthaya,12.9357,100.889,Thailand,admin,Asia/Jakarta,False
Minzhu,43.7238,127.3448,China,admin,Asia/Manila,False
Belgorod,50.6,36.6,Russia,admin,Europe/Moscow,False
Gomez Palacio,25.5611,-103.4983,Mexico,admin,America/Mexico_City,False
Bijapur,16.83,75.71,India,admin,Asia/Kolkata,False
Cabanatuan City,15.4908,120.9678,Philippines,admin,Asia/Manila,False
Si Racha,13.174,100.93,Thailand,admin,Asia/Jakarta,False
Salamanca,20.5703,-101.1972,Mexico,admin,America/Mexico_City,False
Ratnagiri,16.9944,73.3,India,admin,Asia/Kolkata,False
Ulanhot,46.0722,122.0933,China,admin,Asia/Manila,False
Koriyama,37.4004,140.3597,Japan,admin,Asia/Tokyo,False
Yunzhong,39.8279,113.1,China,admin,Asia/Manila,False
Arnavutkoy,41.1856,28.7406,Turkey,admin,Europe/Moscow,False
Kucukcekmece,41.0,28.8,Turkey,admin,Europe/Moscow,False
Roodepoort,-26.1625,27.8725,South Africa,admin,Africa/Johannesburg,False
San Pedro,14.3583,121.0583,Philippines,admin,Asia/Manila,False
Kochi,33.5589,133.5314,Japan,admin,Asia/Tokyo,False
Jagdalpur,19.18,81.92,India,admin,Asia/Kolkata,False
Rampur,28.8,79.0,India,admin,Asia/Kolkata,False
Kuching,1.53,110.33,Malaysia,admin,Asia/Manila,False
Cotabato,7.22,124.25,Philippines,admin,Asia/Manila,False
Nantes,47.2181,-1.5528,France,admin,Europe/Paris,False
Cariacica,-20.2639,-40.42,Brazil,admin,America/Sao_Paulo,False
Nazret,8.5414,39.2689,Ethiopia,admin,Europe/Moscow,False
Safi,32.2833,-9.2333,Morocco,admin,Africa/Casablanca,False
Kluang,2.0383,103.3179,Malaysia,admin,Asia/Manila,False
Mekele,13.4969,39.4769,Ethiopia,admin,Europe/Moscow,False
Pelotas,-31.7719,-52.3428,Brazil,admin,America/Sao_Paulo,False
Vaughan,43.8333,-79.5,Canada,admin,America/New_York,False
Kaiyuan,23.7111,103.2461,China,admin,Asia/Manila,False
Tangdong,25.973,113.231,China,admin,Asia/Manila,False
Munster,51.9625,7.6256,Germany,admin,Europe/Paris,False
Vitoria,-20.3106,-40.2972,Brazil,admin,America/Sao_Paulo,False
Shimoga,13.9333,75.5667,India,admin,Asia/Kolkata,False
Hotan,37.1167,79.9167,China,admin,Asia/Dhaka,False
Ning'an,44.341,129.483,China,admin,Asia/Manila,False
Taourirt,34.4169,-2.885,Morocco,admin,Africa/Casablanca,False
San Salvador de Jujuy,-24.1833,-65.3,Argentina,admin,America/Sao_Paulo,False
Kashipur,29.22,78.95,India,admin,Asia/Kolkata,False
Thu Dau Mot,10.9667,106.65,Vietnam,admin,Asia/Jakarta,False
Serra,-20.1289,-40.3078,Brazil,admin,America/Sao_Paulo,False
Sukabumi,-6.9181,106.9315,Indonesia,admin,Asia/Jakarta,False
Junagadh,21.5222,70.4579,India,admin,Asia/Kolkata,False
Guasavito,25.5744,-108.4706,Mexico,admin,America/Phoenix,False
Tehuacan,18.4617,-97.3928,Mexico,admin,America/Mexico_City,False
Coatzacoalcos,18.1414,-94.4344,Mexico,admin,America/Mexico_City,False
Zalantun,48.027,122.708,China,admin,Asia/Manila,False
Hafizabad,32.0714,73.6878,Pakistan,admin,Asia/Karachi,False
Gwangmyeongni,37.476,126.866,"Korea, South",admin,Asia/Tokyo,False
Taubate,-23.0333,-45.55,Brazil,admin,America/Sao_Paulo,False
Zhengjiatun,43.5183,123.5027,China,admin,Asia/Manila,False
Fontibon,4.6786,-74.1411,Colombia,admin,America/Lima,False
Hapur,28.7309,77.7757,India,admin,Asia/Kolkata,False
Mannheim,49.4878,8.4661,Germany,admin,Europe/Paris,False
Barueri,-23.5111,-46.8764,Brazil,admin,America/Sao_Paulo,False
Naha,26.2122,127.6792,Japan,admin,Asia/Tokyo,False
Bari,41.1253,16.8667,Italy,admin,Europe/Paris,False
